ក	ka
ដាច់វស្សា	dachvssa
ដាច់សង្វែង	dachsngveaeng
ដាច់សាច់	dachsach
ដាច់ស្រយាល	dachsryeal
ដាច់ស្រេច	dachsrech
ដាច់ឡែក	dachlaek
ដាច់អហង្ការ	dachahangkar
ដាណឺម៉ាក	daneumeak
ដាន	dan
ដានខាងកើត	dankhangkaeut
ដានខាងត្បូង	dankhangtboung
ដានគោម	dankoum
ដានជើង	dancheung
ដានដាប	dandab
ដានដែល	dandael
ដានរទេះ	danroteh
ដានរុន	danrun
ដានីញ៉ែល	daninheael
ដានីយ៉ែល	daniyeael
ដាប	dab
ដាបដុន	dabdon
ដាប់	dab
ដាប់ឈើ	dabchheu
ដាប់ថ្ម	dabthm
ដាប់ប្រហោង	dabbrhaong
ដាប់ប្ល៊ីន	dabblin
ដាប់លុង	dablung
ដាប់សសរផ្ទះ	dabssarophteah
ដាម	dam
ដាមណាម	damnam
ដាម៉ាសគូស	dameaskus
ដាយ	day
ដាយុក	dayuk
ដាយ៖	day
ដារ	dar
ដារ៉ា	darea
ដាល	dal
ដាលរាល	dalreal
ដាលវ៉ាល	dalveal
ដាល់	dal
ដាល់ពីរបីទឹក	dalpirbeituek
ដាល់មួយដៃ	dalmuoydai
ដាល់អំបុក	dalaambok
ដាវ	dav
ដាវខ	davkh
ដាវរឿង	davroeang
ដាវសស្ងាច	davsasngeach
ដាវីឌ	david
ដាស	das
ដាសដា	dasda
ដាសដាល	dasdal
ដាសដេរ	dasder
ដាសទឹកដាសដី	dastuekdasdei
ដាសពាស	daspeas
ដាសភ្នែក	dasphneaek
ដាសមេឃដាសដី	dasmekhdasdei
ដាសស្គរ	dasskr
ដាសស្បែក	dassbaek
ដាស់	das
ដាស់គាត់	daskoat
ដាស់ដី	dasdei
ដាស់ដើមថ្នាំ	dasdaeumthnoam
ដាស់ដែ	dasdae
ដាស់ដៃ	dasdai
ដាស់តឿន	dastoean
ដាស់តឿនក្រើនរម្លឹក	dastoeankreunromluek
ដាស់តឿនក្រើនរំឭក	dastoeankreunrumluek
ដាស់ទំ	dastum
ដាស់សតិ	dasste
ដាស់ស្រែ	dassreae
ដាស់អង្រួន	dasangruon
ដាំ	dam
ដាំខ្យង	damkhyng
ដាំង	dang
ដាំងគ្ហ៍	dangkh
ដាំងដុង	dangdong
ដាំចុះ	damchoh
ដាំចេក	damchek
ដាំដុះ	damdoh
ដាំដូង	damdoung
ដាំដើមគ	damdaeumk
ដាំដែង	damdaeng
ដាំដំណាំ	damdamnam
ដាំដំឡូង	damdamloung
ដាំឌិន	damdin
ដាំទីង	damting
ដាំទឹក	damtuek
ដាំទឹកមួយអម្លុះ	damtuekmuoyaamluh
ដាំទឹកមួយអំពុះ	damtuekmuoyaampuh
ដាំធ្មេញ	damthmenh
ដាំបាយ	dambay
ដាំពោត	dampout
ដាំព្រំ	damprum
ដាំម្លូ	dammlu
ដាំរិ	damri
ដាំសសរ	damssar
ដាំស្រូវ	damsruv
ដាំអុត	damaot
ដិ	de
ដិក	dek
ដិកគាហៈកៈ	dekkeahakkak
ដិត	det
ដិតចិត្ដ	detchetd
ដិតជាប់	detcheab
ដិតដល់	detdal
ដិតដាន	detdan
ដិតដាម	detdam
ដិតដោយ	detdaoy
ដិតដោយយំដោយ	detdaoyyumdaoy
ដិតអារម្មណ៍	detaarmmn
ដិន	den
ដិនប្រះសិវ	denbreahsev
ដិម្ពិង	demping
ដិម្ពីង	demping
ដី	dei
ដីកករ	deikkar
ដីកក្រើក	deikkreuk
ដីកណ្ដេង	deikndeng
ដីកា	deika
ដីកាកោះ	deikakaoh
ដីកាកោះហៅ	deikakaohhau
ដីកាឃុំខ្លួន	deikakhumkhluon
ដីកាចំណូល	deikachamnoul
ដីកាឆែកឆេរ	deikachhaekchher
ដីកាតឹងរ៉ឹង	deikatoengrueng
ដីកាតឹងរ៉ឹងមានពិន័យ	deikatoengruengmeanpiney
ដីកានាំខ្លួន	deikanoamkhluon
ដីកាបញ្ជា	deikabnhchea
ដីកាបញ្ជូន	deikabnhchun
ដីកាបើក	deikabaeuk
ដីកាបេសកកម្ម	deikabeskakamm
ដីកាបេសនកម្ម	deikabesnokamm
ដីការ	deikar
ដីកាសម្រេច	deikasmrech
ដីកាសាទុក្ខ	deikasatukkh
ដីកាសាទោស	deikasatous
ដីកាសំរេច	deikasamrech
ដីកាហាមឃាត់	deikahamkhoat
ដីកាអម	deikaam
ដីកាអមបង្វែរ	deikaamobangveaer
ដីកាឲ្យបង់	deikaaoybang
ដីកាឲ្យបើក	deikaaoybaeuk
ដីក្រហម	deikrham
ដីខ្ពស់ទាប	deikhpsteab
ដីខ្មែរ	deikhmeaer
ដីខ្មៅ	deikhmov
ដីខ្មៅពណ៌	deikhmovpn
ដីខ្សាច់	deikhsach
ដីគោក	deikouk
ដីចម្ការ	deichmkar
ដីចុណ្ណមិស្ស	deichonnmiss
ដីចំការ	deichamkar
ដីច្រាប	deichreab
ដីជាំ	deichoam
ដីជី	deichi
ដីជីជាតិល្អ	deichicheatela
ដីជូ	deichu
ដីឈែណូស្យូម	deichheaenousyum
ដីដុះ	deidoh
ដីដូនតា	deidounta
ដីដូនទួត	deidountuot
ដីដំបូក	deidambouk
ដីដ្ឋ	deidth
ដីទួល	deituol
ដីធូរ	deithur
ដីធ្លី	deithli
ដីនៅទំនេរ	deinovtumner
ដីបាតខ្ទះ	deibatkhteah
ដីបែកភក់	deibaekphok
ដីប្រឆេះ	deibrchheh
ដីប្រេះក្រហែង	deibrehkrhaeng
ដីប្លី	deibli
ដីពពុល	deippul
ដីពេច	deipech
ដីមមោក	deimmouk
ដីមានជាតិជូរ	deimeancheatechur
ដីមានជាតិប្រៃ	deimeancheatebrey
ដីមានជាតិសាប	deimeancheatesab
ដីមួយកំពូក	deimuoykampuk
ដីមួយល្អោម	deimuoylaaom
ដីរដិបរដុប	deirdebrodob
ដីរលក	deirlok
ដីរលីង	deirling
ដីរវែង	deirveaeng
ដីរាប	deireab
ដីរឹង	deirueng
ដីរេ	deire
ដីលិចទឹក	deilichtuek
ដីលែង	deileaeng
ដីល្បប់	deilbb
ដីល្បាប់	deilbab
ដីល្បាយខ្សាច់	deilbaykhsach
ដីល្អៀង	deilaieng
ដីល្អៀចល្អែ	deilaiechlaae
ដីវែង	deiveaeng
ដីស	deis
ដីសណ្ដ	deisnd
ដីសថ្ម	deisthm
ដីសផុយ	deisphoy
ដីសភក់	deisphok
ដីសមួយកូន	deismuoykoun
ដីសម្បទាន	deismbtean
ដីសម្រាក	deismreak
ដីសរីរាង្គ	deisrireangk
ដីសើម	deisaeum
ដីស្កះ	deiskah
ដីស្រទាប់លើ	deisrteableu
ដីស្រុត	deisrut
ដីស្រែ	deisreae
ដីស្រែក្រោម	deisreaekroum
ដីស្រែលើ	deisreaeleu
ដីស្អិត	deisaet
ដីហិល	deihel
ដីឥដ្ឋ	deiedth
ដីឥដ្ឋស	deiedths
ដឹក	doek
ដឹកគន	doekkon
ដឹកគោ	doekkou
ដឹកគ្នា	doekknea
ដឹកច្រមុះ	doekchrmuh
ដឹកជញ្ជូន	doekchonhchun
ដឹកឈើ	doekchheu
ដឹកញីបន្ស៉ីឈ្មោល	doeknhibnsichhmoul
ដឹកញីបន្ស៊ីឈ្មោល	doeknhibnsichhmoul
ដឹកដឿ	doekdoea
ដឹកដៀវ	doekdiev
ដឹកដៃ	doekdai
ដឹកទំនិញ	doektumninh
ដឹកនាំ	doeknoam
ដឹកនាំនយោបាយ	doeknoamnyoubay
ដឹកនាំពាំយួរ	doeknoampoamyuor
ដឹកបន្ទាត់	doekbantoat
ដឹកមុខ	doekmukh
ដឹកសេះ	doekseh
ដឹកស្រូវ	doeksruv
ដឹកឧស	doekuos
ដឹង	doeng
ដឹងការ	doengkar
ដឹងការណ៍	doengkarn
ដឹងកំណើត	doengkamnaeut
ដឹងក្ដី	doengkdei
ដឹងក្តី	doengktei
ដឹងខុសដឹងត្រូវ	doengkhosdoengtruv
ដឹងខុសត្រូវ	doengkhostruv
ដឹងខូចដឹងជា	doengkhouchdoengchea
ដឹងខ្មាស	doengkhmeas
ដឹងខ្មែរ	doengkhmeaer
ដឹងខ្លួន	doengkhluon
ដឹងគុណ	doengkun
ដឹងចាស់ទុំ	doengchastum
ដឹងចិត្ត	doengchett
ដឹងច្បាប់	doengchbab
ដឹងជង	doengchong
ដឹងជាតិ	doengcheate
ដឹងជាយ៉ាងម៉េច	doengcheayeangmech
ដឹងជ្វា	doengchvea
ដឹងដាន	doengdan
ដឹងដាស់ដែ	doengdasdae
ដឹងដែក	doengdaek
ដឹងដៃគ្នា	doengdaiknea
ដឹងដោយរហិចរហៀង	doengdaoyrohechrohieng
ដឹងត្បូង	doengtboung
ដឹងទុក្ខដឹងសុខ	doengtukkhdoengsokh
ដឹងទៅដល់	doengtovdl
ដឹងបាត់ដឹងគង់	doengbaatdoengkong
ដឹងផង	doengphang
ដឹងពី	doengpi
ដឹងព្រាល	doengpreal
ដឹងភ្លុក	doengphluk
ដឹងមុខ	doengmukh
ដឹងមុន	doengmun
ដឹងរឿង	doengroeang
ដឹងលាវ	doengleav
ដឹងសព្វ	doengsapv
ដឹងសេចក្ដី	doengsechkdei
ដឹងសេចក្តី	doengsechktei
ដឹងសេចគ្រេច	doengsechkrech
ដឹងស្រវាក់ស្រវន់	doengsrveaksrvon
ដឹងស្លាប	doengsleab
ដឹងឮ	doenglueu
ដឹត	doet
ដឹប	doeb
ដឹស	does
ដឺ	deu
ដឺក្រេ	deukre
ដឺគ្រេ	deukre
ដឺដង	deudng
ដឺពង់ក៍	deupngk
ដឺយ	deuy
ដុក	dok
ដុកដាន់	dokdan
ដុកតូរ៉ាត៍	doktoureat
ដុកទ័រ	doktr
ដុង	dong
ដុងដោរ	dongdaor
ដុដ័ន	dodn
ដុត	dot
ដុតខ្មោច	dotkhmouch
ដុតចន្លុះ	dotchanluh
ដុតឆេះ	dotchheh
ដុតដារ	dotdar
ដុតដាស	dotdas
ដុតដៃដុតជើង	dotdaidotcheung
ដុតផ្ទះ	dotphteah
ដុតភ្លើង	dotphleung
ដុតរម្លាយ	dotromleay
ដុតរោល	dotroul
ដុតរំលាយ	dotrumleay
ដុតរំសុស	dotrumsos
ដុតឡ	dotl
ដុតឲ្យខ្លោច	dotaoykhlouch
ដុន	don
ដុនចៃ	donchai
ដុនដាប	dondab
ដុប	dob
ដុល	dol
ដុល្យ	doly
ដុល្លា	dollea
ដុល្លារ	dollear
ដុស	dos
ដុសក្អែល	doskaael
ដុសខាត់	doskhaat
ដុសខាត់ភាសា	doskhaatpheasa
ដុសខោអាវ	doskhaoaav
ដុសថ្នាំ	dosthnoam
ដុសធ្មេញ	dosthmenh
ដុសលាង	dosleang
ដុសលាប	dosleab
ដុសសាប៊ូ	dossabu
ដុំ	dom
ដុំកង់	domkng
ដុំកំណត់	domkamnt
ដុំកំភួន	domkamphuon
ដុំគោល	domkoul
ដុំចង្ក្រាន	domchngkrean
ដុំដី	domdei
ដុំដែក	domdaek
ដុំដៃ	domdai
ដុំទឹកកក	domtuekkak
ដុំបំពង់ក	dombampngk
ដុំប្រែក	dombreaek
ដុំម៉ាលីញ	dommealinh
ដុំរទេះ	domrteh
ដុំស្មិត	domsmit
ដុំឥដ្ឋ	domedth
ដុះ	doh
ដុះចិត្តប្រាថ្នា	dohchettbreathnea
ដុះច្រែះ	dohchreaeh
ដុះជុំជិត	dohchumchit
ដុះដាល	dohdal
ដុះទ្រុប	dohtrub
ដុះទ្រុល	dohtrul
ដុះធ្មេញ	dohthmenh
ដុះផ្សិត	dohphset
ដុះពោះ	dohpuoh
ដុះពោះស៊្អុយ	dohpuohsaoy
ដុះម្រះ	dohmreah
ដុះរៀងគ្នា	dohriengknea
ដុះសាច់ច្រមុះ	dohsachchrmuh
ដុះសាច់បំពង់ក	dohsachbampngk
ដុះស្នឹម	dohsnuem
ដុះស្លាប	dohsleab
ដុះស្លែ	dohsleae
ដុះឡើង	dohlaeung
ដុះឡើងចចើល	dohlaeungchachaeul
ដុះឫស	dohrues
ដុះឯង	dohaeng
ដូ	dou
ដូង	doung
ដូងកល់កែ	doungkalkae
ដូងកូវកែ	doungkouvkae
ដូងក្រអូប	doungkraoub
ដូងខែ	doungkhae
ដូងខែស៊ី	doungkhaesi
ដូងខ្ចី	doungkhchei
ដូងខ្ទិះ	doungkhtis
ដូងខ្ពស់	doungkhps
ដូងចែម	doungchaem
ដូងដាង	doungdang
ដូងតាកែ	doungtakae
ដូងត្នោត	doungtnout
ដូងទន្សាយ	doungtonsay
ដូងទុំ	doungtum
ដូងនាល	doungneal
ដូងបារាំង	doungbareang
ដូងប្រេង	doungbreng
ដូងផេះ	doungpheh
ដូងផ្អែម	doungphaaem
ដូងព្រៃ	doungprey
ដូងព្រះ	doungpreah
ដូងភ្លើង	doungphleung
ដូងមួយចំហៀង	doungmuoychamhieng
ដូងយួន	doungyuon
ដូងលៃ	doungley
ដូងសៀម	doungsiem
ដូងសែត	doungsaet
ដូងសំយាកធាង	doungsamyeaktheang
ដូងស្ដ	doungsd
ដូងស្ត	doungst
ដូច	douch
ដូចកង្កែបខែប្រាំង	douchkangkaebkhaebreang
ដូចកល	douchkal
ដូចកាលសព្វដង	douchkalsapvdang
ដូចកាលសព្វមួយដង	douchkalsapvmuoydang
ដូចកុកចាំសីល	douchkokchamseil
ដូចគេដូចឯង	douchkedouchaeong
ដូចគ្នា	douchknea
ដូចគ្នានឹង	douchkneanueng
ដូចចាក់ទឹកលើក្បាលទា	douchchaktuekleukbaltea
ដូចច្នុះ	douchchnuh
ដូចច្នេះ	douchchneh
ដូចជា	douchchea
ដូចជ្រញ់និងកាំបិត	douchchrnhningkambet
ដូចដឹងស្រាប់	douchdoengsreab
ដូចដើម	douchdaeum
ដូចដែល	douchdael
ដូចតទៅ	douchtatov
ដូចតរៀងទៅ	douchtariengtov
ដូចតែ	douchtae
ដូចទ្រូលាវ	douchtruleav
ដូចធម្មតា	douchthommta
ដូចនេះ	douchneh
ដូចនោះ	douchnuoh
ដូចបេះបិទ	douchbehbet
ដូចបេះបិទទៅនឹង	douchbehbettovnueng
ដូចប្រាថ្នា	douchbreathnea
ដូចប្រេត	douchbret
ដូចផ្គរ	douchphkr
ដូចមានរាប់រៀបតទៅនេះ	douchmeanreabriebtatovneh
ដូចមុន	douchmun
ដូចម្ជុលនឹងចេស	douchmchulnuengches
ដូចម្ដេច	douchmdech
ដូចម្តេច	douchmtech
ដូចយ៉ាង	douchyeang
ដូចសត្វប្រឡាំងកាស	douchsatvbrlangkas
ដូចសព្វកាល	douchsapvkal
ដូចសព្វដង	douchsapvdang
ដូចសព្វថ្ងៃ	douchsapvthngey
ដូចសុទ្ឋសាធ	douchsotthsath
ដូចសេចក្តី	douchsechktei
ដូចស្វាបានដូង	douchsveabandoung
ដូចស្វាប៉ាហ៊ី	douchsveabeahi
ដូចហ្នឹង	douchhnueng
ដូចអ្នកជ្រាបស្រាប់	douchankachreabsreab
ដូចេះ	doucheh
ដូច្នឹង	douchnueng
ដូច្នេះ	douchneh
ដូច្នេះតើ	douchnehtaeu
ដូច្នេះទេតើ	douchnehtetaeu
ដូច្នេះហើយ	douchnehhaeuy
ដូច្នោះ	douchnuoh
ដូច្នោះឯង	douchnuohaeng
ដូដូម៉ា	doudoumea
ដូណាត់	dounaat
ដូន	doun
ដូនកឹង	dounkoeng
ដូនកែវ	dounkaev
ដូនជី	dounchi
ដូនណាវ៉ាណូស	dounnaveanous
ដូនតា	dounta
ដូនតី	dountei
ដូនទាវ	dounteav
ដូនបា	dounba
ដូនពេញ	dounpenh
ដូនពែង	dounpeaeng
ដូនយ៉យ	dounyy
ដូនរ័ត្ន	dounrtn
ដូនស	douns
ដូនស្នំ	dounsnum
ដូពេញ	doupenh
ដូម	doum
ដូមីនីកា	douminika
ដូរ	dour
ដូរកប៉ាលហោះ	dourkabealhaoh
ដូរគូ	dourku
ដូរគោ	dourkou
ដូរដេញ	dourdenh
ដូរដោះ	dourdaoh
ដូរតតួ	dourtatuo
ដូរផ្ទះ	dourphteah
ដូររាយ	dourreay
ដូរលុយ	dourluy
ដូរឡាន	dourlan
ដូរ្យតន្ត្រី	dourytantri
ដូវ	douv
ដូសៀរ	dousier
ដូហា	douha
ដួង	duong
ដួងកែវ	duongkaev
ដួងខែ	duongkhae
ដួងចិត្ត	duongchett
ដួងចែម	duongchaem
ដួងចៃ	duongchai
ដួងច័ន្ទ	duongchnt
ដួងជីវន្ត	duongchivnt
ដួងជីវា	duongchivea
ដួងជីវិត	duongchivit
ដួងជីវិន	duongchivin
ដួងជីវ៉ា	duongchivea
ដួងតារា	duongtarea
ដួងនេត្រា	duongnetrea
ដួងផ្កាយ	duongphkay
ដួងព្រះចន្ទ	duongpreahchnt
ដួងភក្ត្រ	duongphoktr
ដួងមាល	duongmeal
ដួងមាលា	duongmealea
ដួងលាំងជ័យ	duongleangchey
ដួងវិញ្ញាណ	duongvinhnhean
ដួងសមរ	duongsamor
ដួងសម៉ន	duongsamn
ដួងសា	duongsa
ដួច	duoch
ដួចដល់	duochdal
ដួចដោរ	duochdaor
ដួន	duon
ដួនស្លឹករឹត	duonsluekruet
ដួល	duol
ដួលខ្ពោក	duolkhpouk
ដួលចាក់ទីង	duolchakting
ដួលច្រវេះ	duolchrveh
ដួលច្រោង	duolchroung
ដួលជ្រហឹតជ្រហម	duolchrhoetchrham
ដួលតាម	duoltam
ដួលតិតដួលតូង	duoltetduoltoung
ដួលត្មិល	duoltmil
ដួលត្មោល	duoltmoul
ដួលទល់ប្រហក	duoltolbrhak
ដួលទល់ផ្អក	duoltolphak
ដួលទាំងឈរ	duolteangchhor
ដួលទៅតាម	duoltovtam
ដួលបះជើង	duolbahcheung
ដួលប្រូស	duolbrus
ដួលផ្កាប់	duolphkab
ដួលផ្កាប់មុខ	duolphkabmukh
ដួលផ្ងារ	duolphngear
ដួលផ្ងារពោះ	duolphngearpuoh
ដួលរងែក	duolrongeaek
ដួលរណែល	duolronael
ដួលរៀល	duolriel
ដួលរេល	duolrel
ដួលសង់គោល	duolsangkoul
